AGENCY_AREA,CATCHMENT,WATERBODY_TYPE,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,SLOPE,DIST_FROM_SOURCE,SOURCE_ALTITUDE,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_MPHYTE
NORTH EAST - YORKSHIRE,DERWENT (DALES),WBDR,DRAIN: Natural or artificial watercourse primarily used for land drainage,SEAMER DRAIN,201871,1,TA,00654,81161,TA0065481161,500654,481161,GB104027067880,1.7,3.000,30.0,,,23/06/2021,23/06/2021,1,False
NORTH WEST - SOUTH,MERSEY,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NORBURY BK,202548,1,SJ,93446,85460,SJ9344685460,393446,385460,GB112069060920,,,,,,11/06/2021,11/06/2021,1,False
NORTH WEST - NORTH,ELLEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GILL GOODEN,202898,1,NY,18386,38954,NY1838638954,318386,538954,GB112075073640,,,,,,23/06/2021,23/06/2021,1,False
NORTH EAST - NORTH EAST,WANSBECK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WANSBECK,202927,1,NZ,17113,85567,NZ1711385567,417113,585567,GB103022076980,,,,,,15/07/2021,15/07/2021,1,False
NORTH EAST - NORTH EAST,ALN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BLACK PLANTATION BURN,202992,1,NU,20653,10821,NU2065310821,420653,610821,GB103022076280,,,,,,14/07/2021,14/07/2021,1,False
SOUTH WEST - DEVON,LYN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BADGWORTHY WATER,202449,1,SS,79073,44910,SS7907344910,279073,144910,GB108051020570,13.7,5.900,425.0,,,30/06/2021,30/06/2021,1,False
SOUTH WEST - SOUTH WESSEX,FROME,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SYDLING WATER,202716,1,SY,63568,95960,SY6356895960,363568,095960,GB108044009700,,,,,,10/08/2021,10/08/2021,1,False
NORTH EAST - NORTH EAST,TEES,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TEES,1345,4,NZ,42100,12700,NZ4210012700,442100,512700,GB103025072592,0.2,123.300,770.0,78.5,01/01/1995,08/08/2013,08/08/2013,1,False
NORTH EAST - YORKSHIRE,DERWENT (DALES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,POCKLINGTON BECK,201071,1,SE,75857,44513,SE7585744513,475857,444513,GB104027063440,0.6,15.800,129.0,,,19/08/2020,19/08/2020,1,False
ANGLIAN - CENTRAL,"LT OUSE, SAPISTON, THET",WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,THET,55897,1,TL,95724,85564,TL9572485564,595724,285564,GB105033043190,0.6,29.200,60.0,252.0,03/07/2013,17/08/2004,23/08/2016,4,False
ANGLIAN - CENTRAL,"LT OUSE, SAPISTON, THET",WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WHITTLE,55911,1,TL,99900,88300,TL9990088300,599900,288300,GB105033043390,0.7,11.100,50.0,295.9,03/02/2014,27/06/2013,23/08/2016,2,False
ANGLIAN - CENTRAL,"LT OUSE, SAPISTON, THET",WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SAPISTON RIVER,55937,1,TL,89600,78900,TL8960078900,589600,278900,GB105033043070,0.8,36.000,77.0,268.2,03/07/2013,31/07/2013,02/09/2014,2,False
ANGLIAN - CENTRAL,CAM (2),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GRANTA,56031,1,TL,57116,46405,TL5711646405,557116,246405,GB105033037810,2.1,8.900,110.0,268.5,01/01/1995,17/06/2013,20/07/2015,2,False
ANGLIAN - CENTRAL,MIDDLE LEVELS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COUNTER DRAIN,56048,1,TL,52836,93709,TL5283693709,552836,293709,GB205033000020,0.1,201.000,150.0,199.9,01/01/1995,16/07/2013,11/09/2015,2,False
ANGLIAN - EASTERN,WID,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WID,54755,1,TL,68870,02070,TL6887002070,568870,202070,GB105037033900,0.8,21.500,70.0,186.9,01/01/1995,09/08/2005,09/08/2005,1,False
ANGLIAN - CENTRAL,OLD WEST RIVER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OLD WEST RIVER,56057,1,TL,51481,72940,TL5148172940,551481,272940,GB205033043375,0.1,192.750,,246.2,01/01/1995,05/08/2004,19/07/2005,2,False
ANGLIAN - CENTRAL,RHEE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HOFFER BROOK,56121,1,TL,41593,49903,TL4159349903,541593,249903,GB105033038120,1.2,10.000,15.0,247.0,28/02/2013,08/07/2013,08/07/2013,1,False
ANGLIAN - CENTRAL,OUSE (ST IVES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUSE (ST IVES),56143,1,TL,36958,72671,TL3695872671,536958,272671,GB105033047921,0.1,173.500,160.0,212.4,01/01/1995,05/09/2007,09/08/2011,2,False
ANGLIAN - CENTRAL,KYM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ALCONBURY BROOK,56223,1,TL,19200,73100,TL1920073100,519200,273100,GB105033042790,1.0,22.000,,214.5,01/01/1995,05/06/2007,05/06/2007,1,False
ANGLIAN - CENTRAL,IVEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HIZ,56228,1,TL,18990,37838,TL1899037838,518990,237838,GB105033037780,1.4,14.000,,245.3,01/01/1995,06/06/2007,06/06/2007,1,False
ANGLIAN - CENTRAL,OUSE (ST NEOTS),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,DULOE BROOK,56254,1,TL,17003,59547,TL1700359547,517003,259547,GB105033043260,0.7,10.200,70.0,276.5,24/01/2014,12/06/2013,07/07/2016,2,False
ANGLIAN - CENTRAL,KYM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PERTENHALL BROOK,56289,1,TL,09459,64762,TL0945964762,509459,264762,GB105033042960,1.1,9.700,80.0,261.5,23/01/2014,30/07/2013,24/06/2016,2,False
ANGLIAN - CENTRAL,"OUSE, ELSTOW BK",WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ELSTOW BROOK,56297,1,TL,06566,47519,TL0656647519,506566,247519,GB105033038050,1.1,8.200,37.0,168.0,24/03/1997,27/06/2013,24/07/2014,2,False
ANGLIAN - CENTRAL,NORFOLK RIVERS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NAR,56335,1,TF,77933,14767,TF7793314767,577933,314767,GB105033047791,1.7,18.000,,253.2,01/01/1995,24/06/2002,19/06/2006,2,False
ANGLIAN - CENTRAL,WISSEY,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GADDER,56337,1,TF,74500,01300,TF7450001300,574500,301300,GB105033047880,0.4,7.000,,221.8,01/01/1995,27/08/2004,28/06/2005,2,False
ANGLIAN - CENTRAL,NORFOLK RIVERS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BABINGLEY RIVER,56339,1,TF,72814,26237,TF7281426237,572814,326237,GB105033047620,5.0,1.750,,213.0,04/10/2012,27/06/2002,26/06/2003,2,False
ANGLIAN - CENTRAL,NORFOLK RIVERS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GAYWOOD RIVER,56349,1,TF,69400,20500,TF6940020500,569400,320500,GB105033047680,0.7,4.500,,186.3,01/01/1995,24/06/2002,24/06/2002,1,False
ANGLIAN - CENTRAL,NORFOLK RIVERS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COUNTRY DRAIN,56355,1,TF,67716,14049,TF6771614049,567716,314049,GB105033047770,0.5,9.000,15.0,194.0,01/01/1995,12/09/2013,19/07/2019,3,False
ANGLIAN - CENTRAL,NORFOLK RIVERS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BABINGLEY RIVER,56377,1,TF,62500,24900,TF6250024900,562500,324900,GB105033047620,0.7,17.500,30.0,192.2,01/01/1995,25/09/2013,25/09/2013,1,False
ANGLIAN - CENTRAL,OUZEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUZEL BROOK,56404,1,SP,96980,23059,SP9698023059,496980,223059,GB105033030530,0.1,7.300,115.0,261.1,01/01/1995,27/08/2009,12/07/2018,7,False
ANGLIAN - CENTRAL,OUZEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WHISTLE BROOK,56411,1,SP,94319,20310,SP9431920310,494319,220310,GB105033030490,1.7,4.300,100.0,229.3,01/01/1995,12/09/2013,18/09/2019,3,False
ANGLIAN - CENTRAL,OUZEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUZEL,56416,1,SP,93300,21700,SP9330021700,493300,221700,GB105033030520,1.0,11.500,118.0,244.1,03/04/1991,28/09/2012,30/07/2015,2,False
ANGLIAN - CENTRAL,OUZEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUZEL,56423,1,SP,91700,25000,SP9170025000,491700,225000,GB105033037971,1.9,6.250,,218.1,01/01/1995,10/07/2002,10/07/2002,1,False
ANGLIAN - CENTRAL,OUZEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHICHELEY BROOK,56428,1,SP,90443,44036,SP9044344036,490443,244036,GB105033038040,2.1,11.600,103.0,210.6,24/11/2020,14/08/2013,25/08/2017,3,False
NORTH EAST - NORTH EAST,SKERNE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,RED HOUSE BECK (TRIB OF WOODHAM BURN),191484,1,NZ,26156,24311,NZ2615624311,426156,524311,GB103025072400,0.8,3.800,120.0,250.0,06/03/2019,09/07/2018,25/09/2019,2,False
NORTH WEST - NORTH,KENT,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GOWAN,196492,1,NY,42114,01911,NY4211401911,342114,501911,GB112073071410,,,,,,07/08/2019,07/08/2019,1,False
SOUTHERN - SOLENT & S. DOWNS,ITCHEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CANDOVER BROOK,198273,1,SU,56375,34567,SU5637534567,456375,134567,GB107042022620,,,,,,03/07/2018,14/09/2021,8,False
THAMES - NORTH EAST,MIMRAM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MIMRAM,189834,1,TL,23632,15966,TL2363215966,523632,215966,GB106038033270,,,,,,06/06/2016,13/06/2018,3,False
ANGLIAN - EASTERN,GIPPING,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GIPPING,85894,1,TM,09420,54820,TM0942054820,609420,254820,GB105035046280,,,55.0,,,20/07/1994,22/07/2010,11,False
ANGLIAN - EASTERN,WENSUM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WENDLING BECK,85897,1,TF,97590,13620,TF9759013620,597590,313620,GB105034051020,2.0,9.000,77.0,253.0,04/10/2012,22/07/1994,01/08/2011,12,False
SOUTH WEST - SOUTH WESSEX,WYLYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WYLYE,85954,1,SU,03720,37069,SU0372037069,403720,137069,GB108043022550,1.8,32.500,150.0,216.2,06/06/2012,22/08/2011,13/08/2019,3,False
SOUTH WEST - SOUTH WESSEX,WYLYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHITTERNE,85973,1,ST,97400,41600,ST9740041600,397400,141600,GB108043022560,2.5,4.000,98.0,216.0,03/04/2013,22/06/2010,15/06/2011,2,False
THAMES - NORTH EAST,RODING,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SEVEN KINGS WATER,80996,1,TQ,46600,89500,TQ4660089500,546600,189500,GB106037028170,2.0,4.870,30.0,210.0,04/10/2012,17/07/2002,18/07/2007,3,False
NORTH WEST - NORTH,RIBBLE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STAINFORTH BECK,201611,1,SD,84632,66752,SD8463266752,384632,466752,GB112071065690,,,,,,15/07/2021,15/07/2021,1,False
THAMES - NORTH EAST,CRANE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CRANE,81478,1,TQ,10200,75580,TQ1020075580,510200,175580,GB106039023030,1.0,3.740,55.0,201.0,04/10/2012,09/06/2010,08/09/2015,2,False
SOUTH WEST - CORNWALL,CAMEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ALLEN (CAMEL),202135,1,SX,06647,79156,SX0664779156,206647,079156,GB108049007050,,,,,,15/07/2021,15/07/2021,1,False
NORTH EAST - YORKSHIRE,SWALE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ARKLE BECK,202038,1,NZ,00354,02902,NZ0035402902,400354,502902,GB104027069170,11.8,14.500,619.0,,,20/07/2021,20/07/2021,1,False
THAMES - SOUTH EAST,WEY (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WEY (SOUTH),82078,1,SU,84860,41950,SU8486041950,484860,141950,GB106039017780,1.7,27.400,202.0,82.4,04/10/2012,13/08/2003,05/08/2010,4,False
THAMES - SOUTH EAST,HOGSMILL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HOGSMILL RIVER,82359,1,TQ,18320,68690,TQ1832068690,518320,168690,GB106039017440,1.3,9.200,62.0,200.0,04/10/2012,29/08/2012,13/09/2018,3,False
NORTH EAST - NORTH EAST,SKERNE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SKERNE,191475,1,NZ,34269,31355,NZ3426931355,434269,531355,GB103025076070,1.0,14.300,,230.0,06/03/2019,04/07/2018,13/08/2019,2,False
NORTH WEST - NORTH,SOLWAY FIRTH COASTAL STREAMS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CROOKHURST BECK,202467,1,NY,16737,43572,NY1673743572,316737,543572,GB112075073660,,,,,,23/06/2021,23/06/2021,1,False
ANGLIAN - CENTRAL,UPPER OUSE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NEWTON WOOD STREAM,202569,1,SP,92513,49803,SP9251349803,492513,249803,GB105033047923,11.0,0.900,95.0,,,14/07/2021,14/07/2021,1,False
ANGLIAN - NORTHERN,EAST LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WAITHE BECK,97741,1,TA,31760,00690,TA3176000690,531760,400690,GB104029062100,,,,,,28/07/2004,28/07/2004,1,False
ANGLIAN - NORTHERN,EAST LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WAITHE BECK,97743,1,TA,21510,00910,TA2151000910,521510,400910,GB104029062100,3.0,15.300,110.0,201.5,12/11/2013,28/07/2004,19/07/2016,3,False
SOUTH WEST - CORNWALL,FAL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,POLTESCO RIVER,202971,1,SW,71274,18226,SW7127418226,171274,018226,GB108048001640,,,,,,17/06/2021,17/06/2021,1,False
THAMES - NORTH EAST,MIMRAM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MIMRAM,191911,1,TL,17894,21295,TL1789421295,517894,221295,GB106038033460,,,,,,27/07/2021,27/07/2021,1,False
ANGLIAN - NORTHERN,EAST LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LUD (SOUTH BRANCH),98402,1,TF,31800,86900,TF3180086900,531800,386900,GB104029061970,,,,,,05/08/2004,05/08/2004,1,False
ANGLIAN - EASTERN,BRAIN (2),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BRAIN,92405,1,TL,76600,21900,TL7660021900,576600,221900,GB105037041140,2.9,14.000,,,,19/07/1994,25/08/2009,8,False
ANGLIAN - NORTHERN,UPPER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HOG DYKE,92418,1,SP,98245,72443,SP9824572443,498245,272443,GB105032045120,1.1,3.500,70.0,226.5,12/11/2013,05/08/1994,15/08/2016,8,False
ANGLIAN - CENTRAL,LARK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LARK,92428,1,TL,84000,68100,TL8400068100,584000,268100,GB105033043051,1.8,16.500,,,,28/06/1995,05/09/2012,13,False
ANGLIAN - CENTRAL,LARK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LARK,92429,1,TL,68900,74300,TL6890074300,568900,274300,GB105033043052,1.3,35.500,107.0,253.1,28/02/2013,05/07/1995,12/08/2014,10,False
ANGLIAN - CENTRAL,OUZEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUZEL BROOK,92433,1,TL,00300,24400,TL0030024400,500300,224400,,2.5,3.000,,,,29/06/1995,09/08/1996,4,False
ANGLIAN - CENTRAL,OUZEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUZEL,92435,1,SP,91500,26500,SP9150026500,491500,226500,GB105033037971,1.2,14.500,,,,06/10/1994,10/09/2012,13,False
ANGLIAN - CENTRAL,PADBURY/CLAYDON BKS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUSE (PADBURY),92443,1,SP,88200,44100,SP8820044100,488200,244100,GB105033047923,0.5,58.000,155.0,195.0,28/02/2013,06/07/1995,08/07/2014,13,False
ANGLIAN - EASTERN,STOUR (ANGLIAN),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (ANG),92464,1,TL,70800,43800,TL7080043800,570800,243800,GB105036040941,0.6,20.200,,,,01/08/1995,11/08/2011,9,False
ANGLIAN - EASTERN,STOUR (ANGLIAN),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (ANG),92465,1,TL,86800,42100,TL8680042100,586800,242100,GB105036040941,,,,,,18/07/1994,28/07/2008,8,False
ANGLIAN - EASTERN,MARDYKE AND FOBBING,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MARDYKE (W TRIB),92482,1,TQ,60500,87600,TQ6050087600,560500,187600,GB106037028060,1.6,6.200,,,,12/08/1994,23/08/2001,3,False
ANGLIAN - CENTRAL,IVEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,FLIT,92490,1,TL,07300,37100,TL0730037100,507300,237100,GB105033037790,,,,,,28/07/1998,18/08/2010,6,False
ANGLIAN - CENTRAL,IVEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,RUNNING WATERS/STEPPINGLY BROOK,92491,1,TL,04100,36500,TL0410036500,504100,236500,GB105033037660,5.0,1.500,,,,29/06/1995,03/08/2006,5,False
ANGLIAN - CENTRAL,SNAIL/SOHAM LODE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SOHAM LODE,92492,1,TL,57800,74300,TL5780074300,557800,274300,GB105033042860,0.4,23.200,,,,14/09/1994,25/08/2011,12,False
ANGLIAN - EASTERN,WAVENEY (1),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STARSTON BECK,92494,1,TM,23200,84300,TM2320084300,623200,284300,GB105034045880,1.7,9.000,50.0,,,11/08/1994,24/06/1998,6,False
ANGLIAN - NORTHERN,LOWER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WILLOW BROOK (SOUTH),92511,1,SP,92800,89400,SP9280089400,492800,289400,GB105032045580,2.0,8.000,,,,05/08/1994,01/07/2011,13,False
ANGLIAN - NORTHERN,CENTRAL LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,UPPER WITHAM,92515,1,SK,95700,66200,SK9570066200,495700,366200,GB105030062370,0.2,71.000,,,,15/06/1995,07/09/2012,8,False
ANGLIAN - EASTERN,YARE (1),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,YARE,92519,1,TG,28300,07900,TG2830007900,628300,307900,,0.3,50.000,,,,10/08/1994,15/08/1995,2,False
ANGLIAN - EASTERN,YARE (1),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TIFFEY,92523,1,TG,09377,02815,TG0937702815,609377,302815,GB105034051220,1.4,6.500,55.0,,,21/07/1994,11/08/2011,12,False
ANGLIAN - EASTERN,STOUR (SUFFK.UPPER),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR BROOK,92530,1,TL,70600,43900,TL7060043900,570600,243900,,,,,,,25/06/1996,25/06/1996,1,False
ANGLIAN - EASTERN,STOUR (SUFFK.UPPER),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR BROOK,92531,1,TL,70600,43900,TL7060043900,570600,243900,,,,,,,13/08/1996,24/07/1998,2,False
SOUTH WEST - SOUTH WESSEX,LOWER STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (SW - LOWER),92564,1,SZ,08700,96700,SZ0870096700,408700,096700,,0.6,84.000,,,,07/07/1995,22/08/1996,5,False
SOUTH WEST - NORTH WESSEX,CAM BK/WELLOW BK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WELLOW BROOK,92573,1,ST,70000,55200,ST7000055200,370000,155200,GB109053022271,3.3,6.000,,,,05/06/1995,13/08/1996,4,False
SOUTH WEST - NORTH WESSEX,YEO,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,YEO,92574,1,SX,85600,99100,SX8560099100,285600,099100,GB108045009280,3.3,21.000,,,,22/06/1995,09/08/2001,8,False
SOUTH WEST - SOUTH WESSEX,FROME,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,FROME,92580,1,SY,71000,90300,SY7100090300,371000,090300,GB108044009692,2.0,22.000,,,,03/07/1995,02/06/2003,7,False
SOUTH WEST - SOUTH WESSEX,LOWER & MIDDLE H AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,DOCKENS WATER,100582,1,SU,16297,08425,SU1629708425,416297,108425,GB108043015740,4.0,10.500,115.0,17.0,04/10/2012,17/07/2012,03/07/2019,4,False
ANGLIAN - CENTRAL,"LT OUSE, SAPISTON, THET",WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOWLANGTOFT STREAM,55929,1,TL,94934,68427,TL9493468427,594934,268427,GB105033043340,1.7,8.250,45.0,289.2,01/01/1995,07/09/2011,09/09/2016,3,False
THAMES - WEST,COLNE (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COLNE,92613,1,TL,13700,00300,TL1370000300,513700,200300,GB106039029840,1.1,11.000,,,,01/07/1994,14/09/1999,6,False
THAMES - WEST,COLNE (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COLNE,92615,1,TQ,04400,88300,TQ0440088300,504400,188300,GB106039023090,1.1,30.000,,,,01/07/1994,17/08/1994,2,False
THAMES - WEST,WYE (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WYE (THAMES,92659,1,SU,88300,92100,SU8830092100,488300,192100,,3.3,8.000,,,,01/07/1994,18/07/1995,2,False
THAMES - NORTH EAST,STORT,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STORT,92662,1,TL,48600,15200,TL4860015200,548600,215200,,,,,,,01/07/1994,29/09/1994,2,False
THAMES - WEST,KENNET,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,KENNET,92664,1,SU,18000,68600,SU1800068600,418000,168600,,,25.000,,,,16/08/1996,16/08/1996,1,False
THAMES - WEST,THAME,WBDT,DITCH: Artificial channel used primarily for land drainage,MARSH BALDON DITCH,92671,1,SU,71600,64800,SU7160064800,471600,164800,,,,,,,19/08/1996,19/08/1996,1,False
SOUTH WEST - CORNWALL,LOOE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,EAST LOOE RIVER,87344,1,SX,24750,57420,SX2475057420,224750,057420,GB108048001440,7.7,11.800,210.0,69.0,01/01/2003,07/08/2007,08/07/2010,3,False
THAMES - NORTH EAST,COLNE (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COLNE,92789,1,TQ,04500,88400,TQ0450088400,504500,188400,GB106039023090,,,,,,28/08/1996,28/08/1996,1,False
ANGLIAN - CENTRAL,PADBURY/CLAYDON BKS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUSE (PADBURY),92832,1,TL,34100,70400,TL3410070400,534100,270400,GB105033047921,0.2,172.000,,,,28/07/1998,14/06/2013,6,False
ANGLIAN - CENTRAL,PADBURY/CLAYDON BKS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUSE (PADBURY),92833,1,TL,34300,70500,TL3430070500,534300,270500,GB105033047921,0.2,173.000,,,,28/07/1998,14/06/2013,6,False
SOUTH WEST - SOUTH WESSEX,NADDER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NADDER,186906,1,SU,11572,30610,SU1157230610,411572,130610,GB108043015880,1.6,48.000,165.0,199.0,01/01/2017,15/07/2016,15/07/2016,1,False
THAMES - NORTH EAST,MIMRAM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MIMRAM,188831,1,TL,19263,20336,TL1926320336,519263,220336,GB106038033460,,,,,,18/06/2015,11/06/2019,4,False
SOUTH WEST - DEVON,TEIGN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TEIGN,93025,1,SX,72550,89890,SX7255089890,272550,089890,GB108046008550,,,,,,31/07/2001,31/07/2001,1,False
ANGLIAN - NORTHERN,NORTH LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BLACK DYKE,93028,1,SK,99500,95700,SK9950095700,499500,395700,GB104029061890,1.3,8.800,45.0,259.0,06/02/2014,14/07/2003,31/08/2017,4,False
ANGLIAN - CENTRAL,"LT OUSE, SAPISTON, THET",WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PAKENHAM STREAM,55933,1,TL,93419,69295,TL9341969295,593419,269295,GB105033043300,2.2,3.900,40.0,282.1,01/01/1995,14/09/2011,02/08/2019,4,False
ANGLIAN - NORTHERN,EAST LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BAIN,93790,1,TF,23490,74206,TF2349074206,523490,374206,GB105030062450,2.3,24.000,130.0,213.0,02/02/2014,23/07/2003,14/08/2017,6,False
ANGLIAN - NORTHERN,LOWER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NENE,93806,1,TL,07500,99100,TL0750099100,507500,299100,GB105032050381,0.3,114.000,155.0,211.0,06/02/2014,24/09/2002,17/07/2014,3,False
ANGLIAN - NORTHERN,LOWER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LYVEDEN STREAM,93807,1,TL,03500,88100,TL0350088100,503500,288100,GB105032045240,2.2,9.000,90.0,221.0,06/02/2014,23/07/2002,22/07/2015,3,False
ANGLIAN - NORTHERN,UPPER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ISE,93816,1,SP,88400,83000,SP8840083000,488400,283000,GB105032045200,0.7,24.000,180.0,234.0,12/11/2013,31/07/2002,18/08/2017,4,False
